,Idade,Sexo,Dependentes,Nivel_educacional,Estado_civil,Renda,limite_do_cartao
7892,47,0,2,4,3,1,2780.0
7893,47,0,2,5,3,1,2234.0
7894,35,0,1,5,2,1,1649.0
7895,42,0,4,2,3,6,5557.0
7896,48,0,2,2,3,6,6074.0
7897,40,0,3,7,3,1,1728.0
7898,46,0,3,5,3,6,3044.0
7899,41,0,1,5,2,2,8482.0
7900,35,0,3,1,2,6,1438.3
7901,52,1,1,3,2,4,3770.0
7902,56,0,2,1,2,2,2963.0
7903,48,0,2,5,2,6,11750.0
7904,41,0,3,5,3,1,1593.0
7905,38,1,3,5,2,2,10486.0
7906,48,0,2,5,2,1,2168.0
7907,38,0,2,2,2,6,5666.0
7908,53,1,4,6,3,4,13679.0
7909,45,0,3,7,3,1,2143.0
7910,57,0,0,4,3,1,4945.0
7911,54,0,4,3,2,1,1921.0
7912,45,0,4,5,2,1,3001.0
7913,38,0,3,5,2,2,2132.0
7914,45,0,4,7,3,1,1663.0
7915,32,0,0,1,4,1,1732.0
7916,46,0,4,5,2,2,2652.0
7917,41,1,4,4,3,4,5037.0
7918,51,0,1,1,2,6,6519.0
7919,60,0,1,1,2,1,2347.0
7920,31,0,1,4,4,1,2061.0
7921,44,1,3,1,2,2,1643.0
7922,49,0,1,4,3,6,5039.0
7923,53,0,3,1,2,1,2915.0
7924,33,0,1,5,3,1,1507.0
7925,46,0,1,3,3,1,3073.0
7926,43,0,3,5,3,6,8314.0
7927,42,0,3,3,1,6,2798.0
7928,40,1,4,1,2,3,20929.0
7929,46,1,2,5,3,5,1754.0
7930,52,0,2,3,2,1,4209.0
7931,45,1,3,4,4,2,2449.0
7932,39,1,3,4,3,4,4618.0
7933,41,0,2,4,3,1,1654.0
7934,49,0,4,2,2,1,1544.0
7935,60,1,1,2,2,3,3618.0
7936,37,1,3,3,2,4,3437.0
7937,50,1,2,5,2,4,5965.0
7938,46,0,2,7,3,1,2644.0
7939,59,0,1,4,3,2,3481.0
7940,49,0,5,5,1,1,3272.0
7941,35,0,0,5,3,1,3019.0
7942,52,0,3,2,2,1,1801.0
7943,27,0,0,3,2,1,1438.3
7944,41,0,1,2,3,1,2909.0
7945,45,0,4,6,2,2,4688.0
7946,37,0,2,4,2,1,1438.3
7947,47,0,2,1,3,1,1438.3
7948,41,0,4,5,3,1,1655.0
7949,47,0,4,5,4,2,1438.3
7950,41,0,3,3,2,6,4745.0
7951,51,0,2,3,4,1,1438.3
7952,53,0,2,3,3,2,5182.0
7953,46,0,3,5,2,1,1438.3
7954,43,0,2,5,3,2,4287.0
7955,54,0,2,1,3,6,1812.0
7956,53,0,3,4,3,2,2304.0
7957,51,0,0,7,3,6,13623.0
7958,50,0,2,5,2,1,2765.0
7959,54,1,5,1,3,5,3731.0
7960,46,0,3,4,2,1,2485.0
7961,50,0,4,4,2,1,2446.0
7962,44,0,4,1,3,1,2020.0
7963,48,0,3,5,2,1,2214.0
7964,45,0,3,1,4,1,1811.0
7965,56,0,2,4,2,1,5254.0
7966,36,0,2,6,2,1,1821.0
7967,44,0,4,3,2,1,3024.0
7968,50,0,3,1,2,1,1930.0
7969,54,0,2,3,2,1,1517.0
7970,39,0,1,3,3,1,2024.0
7971,53,1,5,2,3,5,19138.0
7972,56,1,1,5,2,4,16835.0
7973,60,0,0,3,3,6,5549.0
7974,42,0,3,3,2,1,2145.0
7975,43,1,3,2,3,4,4654.0
7976,44,1,3,5,3,3,9114.0
7977,33,0,1,5,2,2,3043.0
7978,53,0,2,5,3,2,4621.0
7979,44,1,4,5,2,3,2758.0
7980,54,0,0,5,3,1,1740.0
7981,34,0,4,7,3,6,7744.0
7982,50,0,2,6,3,1,3350.0
7983,40,1,5,3,2,5,34516.0
7984,47,0,1,3,2,6,2874.0
7985,40,0,3,7,2,6,2896.0
7986,41,0,3,5,4,2,9294.0
7987,47,1,2,3,3,3,9389.0
7988,44,1,3,4,3,2,9317.0
7989,34,1,1,4,1,2,7452.0
7990,39,0,3,3,1,1,1817.0
7991,58,1,3,3,2,4,10021.0
7992,42,0,3,5,2,1,2344.0
7993,48,0,2,2,2,2,3072.0
7994,38,0,3,1,2,1,1946.0
7995,52,0,1,5,3,1,1471.0
7996,42,0,2,5,3,1,1438.3
7997,43,0,4,4,3,1,1484.0
7998,37,0,3,6,3,2,3233.0
7999,55,0,2,5,2,1,1745.0
8000,59,0,1,2,4,6,3709.0
8001,53,0,2,4,3,1,2160.0
8002,41,1,5,1,2,4,1438.3
8003,55,0,4,5,2,1,2638.0
8004,56,1,2,4,3,4,10214.0
8005,52,0,3,2,2,1,3240.0
8006,58,0,5,1,3,2,2038.0
8007,49,1,1,1,3,2,1438.3
8008,53,0,3,5,2,1,1438.3
8009,56,1,3,3,4,4,8111.0
8010,60,0,0,7,3,6,10730.0
8011,46,0,3,2,3,6,2872.0
8012,49,0,4,2,3,1,1567.0
8013,43,1,3,4,4,4,7278.0
8014,45,0,2,4,1,1,1438.3
8015,34,0,1,4,2,6,3190.0
8016,36,0,1,2,1,1,1470.0
8017,45,1,2,5,3,4,3081.0
8018,43,0,2,4,3,6,3793.0
8019,54,0,2,5,3,1,3034.0
8020,37,0,2,3,3,6,5245.0
8021,49,0,1,7,2,1,2960.0
8022,54,0,4,5,1,2,1779.0
8023,43,0,4,5,3,1,1620.0
8024,49,1,3,3,2,5,21680.0
8025,47,0,3,2,2,6,2952.0
8026,53,0,2,3,3,1,3918.0
8027,52,1,1,2,2,5,12764.0
8028,29,0,1,5,3,1,1438.3
8029,50,0,3,5,1,1,3287.0
8030,44,0,5,1,2,2,3891.0
8031,49,0,4,3,1,2,4048.0
8032,51,1,2,2,3,3,3559.0
8033,47,1,3,3,2,3,2843.0
8034,58,0,2,5,2,1,2127.0
8035,39,0,2,1,2,1,4325.0
8036,42,0,4,4,3,2,1695.0
8037,48,0,3,3,2,1,2648.0
8038,61,0,2,5,2,1,2602.0
8039,39,0,4,5,2,6,1811.0
8040,56,1,3,5,2,3,1891.0
8041,46,0,4,5,2,1,2881.0
8042,42,0,4,4,2,2,2827.0
8043,48,0,3,2,3,1,4095.0
8044,34,0,2,5,2,1,1666.0
8045,42,0,1,5,3,1,1438.3
8046,54,0,2,3,2,2,2205.0
8047,41,0,3,5,3,1,2890.0
8048,50,0,1,5,1,6,10417.0
8049,57,0,2,2,3,6,2363.0
8050,48,0,2,7,2,6,3137.0
8051,51,0,4,5,2,1,1483.0
8052,35,0,0,1,3,1,3009.0
8053,45,0,1,1,3,1,5087.0
8054,46,0,4,1,3,2,1925.0
8055,56,1,3,5,3,5,7234.0
8056,57,0,3,4,2,1,2063.0
8057,58,0,0,5,2,2,5530.0
8058,58,0,1,1,2,1,3819.0
8059,59,0,0,4,2,1,2645.0
8060,51,0,1,3,2,6,5448.0
8061,56,0,2,2,2,1,3495.0
8062,50,1,2,1,2,3,8074.0
8063,44,0,3,3,3,6,7772.0
8064,42,0,2,3,3,1,3124.0
8065,56,1,1,5,3,4,8688.0
8066,49,0,3,1,3,1,15987.0
8067,47,0,2,5,2,1,15109.0
8068,42,1,3,5,3,3,4953.0
8069,50,1,3,2,2,5,22304.0
8070,27,0,1,4,3,1,1893.0
8071,38,1,1,3,2,2,2232.0
8072,52,0,1,6,2,2,1766.0
8073,59,1,0,3,2,1,3790.0
8074,33,1,3,3,3,2,6392.0
8075,51,0,0,3,3,6,9989.0
8076,56,0,1,4,3,6,1438.3
8077,48,0,1,7,3,1,2559.0
8078,53,1,3,5,2,4,34516.0
8079,41,0,1,5,2,1,1438.3
8080,50,0,3,2,3,1,2473.0
8081,34,0,4,5,2,2,4022.0
8082,59,0,1,5,2,2,3510.0
8083,57,0,3,3,2,1,2347.0
8084,56,0,3,1,2,1,1632.0
8085,49,0,3,2,3,1,1522.0
8086,44,0,3,3,2,1,2085.0
8087,60,0,1,7,2,6,3803.0
8088,47,0,3,5,1,1,3165.0
8089,60,0,1,1,2,1,4628.0
8090,52,0,1,3,3,1,2253.0
8091,49,0,3,2,2,2,2655.0
8092,54,1,0,3,2,4,20882.0
8093,41,1,2,4,3,4,3306.0
8094,45,0,3,3,4,1,2052.0
8095,42,1,3,5,3,4,8480.0
8096,53,0,2,4,1,1,2081.0
8097,53,0,1,5,3,6,4637.0
8098,53,1,3,2,3,3,1438.3
8099,38,0,2,4,3,1,3420.0
8100,26,0,0,5,2,1,3416.0
8101,46,1,4,5,3,4,2171.0
8102,57,0,3,5,1,2,2791.0
8103,32,0,0,1,2,1,4445.0
8104,43,0,3,5,3,1,1530.0
8105,48,0,3,3,1,1,1438.3
8106,52,0,4,3,2,1,5721.0
8107,38,0,2,4,3,6,3809.0
8108,48,0,3,3,2,1,3520.0
8109,41,0,2,7,3,2,1604.0
8110,54,0,1,5,3,2,1632.0
8111,46,1,5,4,3,2,3914.0
8112,36,0,3,5,3,1,2328.0
8113,41,1,4,1,3,5,34516.0
8114,45,0,5,1,2,1,3883.0
8115,46,0,4,1,3,2,1438.3
8116,51,0,3,3,2,1,3229.0
8117,44,0,2,5,1,1,3080.0
8118,38,0,2,4,2,1,2569.0
8119,50,0,1,3,2,1,4517.0
8120,46,0,4,7,2,1,2292.0
8121,52,0,3,2,2,1,2510.0
8122,40,1,3,3,1,1,2420.0
8123,38,0,2,3,2,1,2703.0
8124,44,0,3,7,3,1,3047.0
8125,54,1,1,1,2,4,7570.0
8126,34,0,3,1,3,1,5795.0
8127,46,0,2,4,3,2,1441.0
8128,50,0,3,5,3,1,2999.0
8129,38,1,2,3,2,3,1438.3
8130,44,0,2,3,3,2,1438.3
8131,51,0,3,4,3,2,4762.0
8132,40,1,3,4,1,2,4802.0
8133,51,0,4,1,3,1,2268.0
8134,51,0,1,1,3,2,1438.3
8135,56,0,2,5,3,6,8204.0
8136,39,0,4,1,3,6,1827.0
8137,47,0,3,7,1,6,4072.0
8138,31,0,1,3,4,1,1984.0
8139,48,1,2,7,2,3,8086.0
8140,51,0,2,1,2,1,1588.0
8141,47,1,2,3,2,2,1536.0
8142,35,0,1,3,1,6,4460.0
8143,46,0,5,3,2,6,11287.0
8144,48,1,3,4,3,4,3430.0
8145,51,0,3,3,2,1,1759.0
8146,41,1,3,7,2,5,6314.0
8147,57,0,3,2,2,6,7176.0
8148,58,0,2,1,4,2,2295.0
8149,43,1,5,5,3,3,1438.3
8150,48,0,4,2,3,1,1843.0
8151,49,1,3,4,4,2,2181.0
8152,47,1,2,3,2,4,4754.0
8153,43,1,0,3,2,4,11247.0
8154,55,1,2,5,2,5,16258.0
8155,49,1,3,5,3,5,34516.0
8156,43,1,1,3,3,3,4255.0
8157,48,0,4,4,2,1,1438.3
8158,57,0,3,3,2,1,3029.0
8159,56,0,4,5,2,6,9091.0
8160,50,1,2,2,2,3,3318.0
8161,44,0,2,5,2,1,1791.0
8162,43,0,3,5,2,1,1620.0
8163,58,0,1,4,2,1,1552.0
8164,53,0,1,3,3,1,3472.0
8165,48,0,4,5,3,1,10973.0
8166,50,1,2,1,1,5,25645.0
8167,59,0,1,5,2,1,4257.0
8168,42,0,1,5,3,1,3422.0
8169,45,0,1,5,2,1,4977.0
8170,33,0,3,1,3,2,1438.3
8171,39,0,0,5,4,1,1438.3
8172,40,0,1,1,3,6,3369.0
8173,47,0,3,1,2,6,7114.0
8174,38,1,1,1,2,4,10972.0
8175,45,0,3,7,3,2,1438.3
8176,48,0,5,2,2,2,2446.0
8177,45,1,5,4,3,3,3439.0
8178,56,0,3,6,2,2,3005.0
8179,50,0,5,5,3,1,2033.0
8180,53,0,4,5,1,1,2415.0
8181,40,1,4,1,4,3,5051.0
8182,49,1,4,3,3,6,3519.0
8183,26,1,0,1,1,1,10254.0
8184,48,0,3,1,2,1,1853.0
8185,51,1,1,3,2,3,28673.0
8186,44,0,1,3,2,1,1895.0
8187,56,0,2,3,3,1,2041.0
8188,46,0,2,5,2,1,1438.3
8189,54,0,1,3,2,1,1572.0
8190,48,0,4,3,3,6,3187.0
8191,59,0,1,3,2,6,7427.0
8192,50,0,4,3,2,1,1460.0
8193,52,1,3,5,2,4,25410.0
8194,56,0,0,4,3,1,2143.0
8195,42,1,3,2,2,2,8566.0
8196,43,1,3,2,2,3,1438.3
8197,59,0,0,4,2,1,3297.0
8198,39,0,2,3,3,1,2816.0
8199,53,0,4,5,3,6,10533.0
8200,53,0,1,5,2,1,2370.0
8201,35,0,3,5,2,1,1678.0
8202,36,0,1,5,3,1,1493.0
8203,51,0,4,1,3,1,2350.0
8204,50,0,4,3,3,1,2690.0
8205,42,0,3,4,3,6,7226.0
8206,54,0,3,3,3,1,3173.0
8207,43,0,2,5,3,1,2890.0
8208,46,0,3,3,1,1,3313.0
8209,40,0,4,5,2,2,2625.0
8210,44,0,2,1,3,2,1834.0
8211,43,0,2,5,2,1,3226.0
8212,56,1,4,1,3,3,3426.0
8213,49,0,3,5,3,1,2174.0
8214,60,0,1,1,2,2,3959.0
8215,49,0,1,3,3,1,2215.0
8216,47,0,3,2,1,1,2814.0
8217,56,1,3,1,2,3,6941.0
8218,44,0,3,4,2,6,3269.0
8219,42,0,2,3,2,1,3172.0
8220,54,0,3,3,3,1,2452.0
8221,36,0,2,2,3,1,5070.0
8222,56,1,2,5,2,2,1466.0
8223,52,0,2,5,3,1,2427.0
8224,59,1,2,5,2,5,17999.0
8225,44,0,1,3,3,2,4553.0
8226,55,0,1,6,3,6,2953.0
8227,39,0,2,1,1,2,4363.0
8228,57,0,1,5,3,1,1894.0
8229,48,0,3,3,3,1,2097.0
8230,47,1,4,3,4,3,1983.0
8231,50,0,1,1,1,1,2210.0
8232,52,1,2,4,3,3,7879.0
8233,46,0,3,3,3,2,3336.0
8234,34,0,2,6,3,1,1726.0
8235,45,0,3,7,2,1,2917.0
8236,39,0,3,2,3,6,3023.0
8237,49,1,2,7,3,2,1915.0
8238,43,1,3,5,1,2,4878.0
8239,41,0,3,4,3,1,2066.0
8240,53,0,1,3,3,2,2164.0
8241,42,0,5,5,1,1,6250.0
8242,43,0,3,3,3,1,1484.0
8243,45,1,2,4,1,2,4718.0
8244,44,0,2,2,3,1,2275.0
8245,44,0,4,3,2,1,1438.3
8246,51,0,2,5,3,1,3683.0
8247,38,0,1,3,4,1,2722.0
8248,43,1,1,3,3,4,34516.0
8249,48,1,4,5,3,3,2072.0
8250,53,1,4,5,3,5,6383.0
8251,39,0,4,1,3,2,2725.0
8252,47,0,5,1,3,6,2675.0
8253,42,1,3,4,3,3,1438.3
8254,50,1,5,2,3,5,13478.0
8255,46,0,2,3,4,1,2841.0
8256,33,0,1,2,3,1,1830.0
8257,37,1,2,7,2,5,2360.0
8258,43,1,3,3,3,3,3717.0
8259,56,0,3,5,3,1,1438.3
8260,42,1,3,2,4,3,2289.0
8261,56,0,1,5,3,6,5338.0
8262,44,0,3,2,2,1,1438.3
8263,40,1,1,1,3,3,2276.0
8264,43,0,4,5,1,2,4091.0
8265,45,1,4,1,3,4,3798.0
8266,47,0,5,1,3,1,1778.0
8267,38,0,3,3,2,1,2920.0
8268,49,0,1,5,3,1,1938.0
8269,62,0,1,4,4,1,4049.0
8270,45,1,4,7,3,4,1438.3
8271,40,1,2,4,2,3,10880.0
8272,51,1,4,7,3,3,3451.0
8273,41,1,3,3,4,3,20749.0
8274,49,0,0,6,2,1,2481.0
8275,61,1,0,3,2,3,2415.0
8276,33,0,4,4,2,1,1438.3
8277,45,0,4,2,2,6,7600.0
8278,35,0,3,7,2,1,1438.3
8279,41,0,4,3,3,1,2601.0
8280,48,0,4,3,3,6,2625.0
8281,49,1,5,3,2,3,5578.0
8282,52,0,2,5,3,1,3698.0
8283,51,0,2,1,3,2,1438.3
8284,45,0,4,4,1,1,1795.0
8285,42,0,2,5,2,1,1933.0
8286,41,1,3,5,3,5,27169.0
8287,30,0,0,1,2,1,2367.0
8288,54,0,3,3,3,1,5642.0
8289,60,0,2,5,3,1,3239.0
8290,52,0,1,1,3,1,3040.0
8291,37,0,2,4,2,2,3680.0
8292,44,1,2,5,3,3,1787.0
8293,52,1,2,5,3,3,4752.0
8294,46,0,3,2,2,6,1706.0
8295,45,0,2,2,3,6,8103.0
8296,43,1,1,3,3,3,3764.0
8297,40,0,3,3,2,1,5492.0
8298,39,0,2,7,4,1,3554.0
8299,44,0,2,3,1,1,3170.0
8300,49,0,2,2,2,6,2464.0
8301,41,1,4,3,2,1,3429.0
8302,50,1,2,5,3,3,2021.0
8303,54,0,4,4,3,1,2444.0
8304,39,0,1,3,3,6,2751.0
8305,52,0,2,1,2,2,9017.0
8306,51,0,1,5,3,2,2107.0
8307,46,0,1,1,2,1,2029.0
8308,48,1,3,4,3,5,32777.0
8309,50,1,2,5,3,5,4607.0
8310,52,0,1,1,3,6,23486.0
8311,54,0,2,3,3,6,1997.0
8312,40,0,5,4,3,2,3144.0
8313,47,0,4,6,4,2,2725.0
8314,53,0,2,3,2,1,1874.0
8315,45,1,3,2,2,5,7135.0
8316,35,0,4,2,3,6,3379.0
8317,48,0,3,1,3,2,2804.0
8318,44,1,2,2,4,3,16553.0
8319,41,0,3,7,2,6,2246.0
8320,42,0,4,2,2,6,2875.0
8321,51,0,1,1,3,6,3668.0
8322,45,0,3,3,2,2,2853.0
8323,50,0,3,5,2,1,2382.0
8324,54,0,3,5,2,1,2830.0
8325,47,0,3,1,3,6,24987.0
8326,52,0,4,5,3,1,3705.0
8327,49,0,3,5,2,1,1675.0
8328,47,0,3,2,4,2,1439.0
8329,54,0,3,1,2,2,4440.0
8330,52,0,1,3,3,1,2563.0
8331,46,0,4,3,3,1,1896.0
8332,39,0,3,1,3,1,2190.0
8333,55,0,0,2,3,1,2596.0
8334,44,0,2,5,2,2,4196.0
8335,43,0,3,2,2,1,1616.0
8336,42,1,5,2,2,3,6618.0
8337,50,0,4,2,2,1,2477.0
8338,38,0,3,3,2,2,3040.0
8339,41,1,3,1,2,3,4697.0
8340,51,1,4,4,3,2,4436.0
8341,44,0,2,5,4,1,13138.0
8342,46,1,2,2,1,3,1438.3
8343,38,0,3,4,3,1,3297.0
8344,46,1,2,5,2,3,6272.0
8345,54,1,3,4,2,2,5608.0
8346,42,1,4,1,3,3,9906.0
8347,30,0,0,5,3,1,1621.0
8348,49,0,4,2,3,1,2305.0
8349,54,0,1,2,2,2,9525.0
8350,41,1,3,1,2,4,4742.0
8351,51,1,4,5,2,5,3168.0
8352,37,0,3,4,3,1,2939.0
8353,44,0,1,3,4,1,2724.0
8354,46,0,2,1,3,6,6990.0
8355,45,1,2,3,1,3,1870.0
8356,55,0,4,5,3,2,1438.3
8357,55,0,1,3,3,2,4629.0
8358,50,1,3,5,2,5,34516.0
8359,36,0,3,1,2,1,1558.0
8360,45,1,4,7,3,3,13093.0
8361,45,0,5,1,4,2,1438.3
8362,41,0,3,1,1,2,4451.0
8363,44,1,4,2,2,3,6426.0
8364,47,0,5,5,2,1,2761.0
8365,38,0,1,3,2,2,2148.0
8366,49,0,4,5,4,2,2485.0
8367,39,0,4,5,2,2,3394.0
8368,50,0,3,3,3,2,3367.0
8369,50,0,0,3,3,2,4154.0
8370,47,0,3,1,3,1,2154.0
8371,54,0,4,5,4,1,2506.0
8372,46,0,3,4,4,1,1774.0
8373,43,0,2,1,2,6,3287.0
8374,42,0,3,3,3,6,1821.0
8375,49,1,4,3,1,4,34516.0
8376,45,0,4,2,2,2,3918.0
8377,49,0,1,5,3,6,5455.0
8378,41,0,1,3,2,1,2372.0
8379,45,0,2,5,2,1,1492.0
8380,44,0,1,5,2,1,1550.0
8381,58,0,3,5,2,1,2669.0
8382,42,1,4,4,2,3,3311.0
8383,51,0,4,3,2,1,3068.0
8384,55,0,1,5,2,6,2721.0
8385,37,0,2,2,2,2,3050.0
8386,60,0,2,5,3,6,3356.0
8387,42,0,4,5,3,2,2647.0
8388,50,0,4,1,3,1,2407.0
8389,52,0,2,3,3,6,2233.0
8390,42,1,3,6,1,4,32106.0
8391,48,0,4,1,3,1,2089.0
8392,48,0,3,3,4,1,2185.0
8393,44,0,2,5,1,1,4057.0
8394,44,0,4,4,3,2,3183.0
8395,45,0,5,2,1,1,2699.0
8396,57,1,3,5,2,4,17096.0
8397,50,0,2,5,3,1,2897.0
8398,46,0,2,5,1,1,6568.0
8399,40,0,4,5,3,6,1622.0
8400,51,0,2,4,2,1,1438.3
8401,34,0,2,3,2,2,1677.0
8402,48,0,2,5,3,6,7884.0
8403,57,0,2,5,3,1,1860.0
8404,48,0,3,5,3,6,8074.0
8405,47,0,4,5,3,1,2124.0
8406,48,0,4,5,2,1,3413.0
8407,41,0,5,5,3,1,2178.0
8408,47,0,3,2,2,6,2446.0
8409,37,0,2,1,2,1,3967.0
8410,45,0,4,5,3,6,4146.0
8411,26,0,0,2,1,6,34516.0
8412,58,0,0,1,1,1,1869.0
8413,46,0,2,4,2,6,2168.0
8414,49,0,2,4,3,1,2096.0
8415,41,1,2,5,2,3,7293.0
8416,46,0,4,4,3,6,1438.3
8417,42,1,2,5,2,2,1438.3
8418,57,0,3,3,2,1,2298.0
8419,48,0,4,1,2,6,3829.0
8420,58,0,3,7,3,1,1517.0
8421,46,0,2,4,1,1,13427.0
8422,53,1,3,1,3,4,16747.0
8423,58,0,1,5,3,6,9926.0
8424,54,0,2,3,1,1,2691.0
8425,42,0,3,3,3,2,1456.0
8426,43,0,4,5,2,1,2005.0
8427,35,0,3,3,3,1,4790.0
8428,46,0,2,1,3,1,3123.0
8429,42,0,3,4,1,1,5471.0
8430,53,1,3,5,3,5,13670.0
8431,52,1,2,5,2,3,3460.0
8432,48,1,2,2,3,2,3202.0
8433,31,0,1,2,3,1,1438.3
8434,50,1,2,6,2,3,2296.0
8435,54,0,5,1,2,1,1476.0
8436,35,0,3,7,2,6,12287.0
8437,41,0,4,1,2,1,2470.0
8438,46,1,2,5,1,5,24431.0
8439,41,1,4,1,3,1,1950.0
8440,49,0,4,5,3,1,6615.0
8441,47,0,4,1,2,6,5756.0
8442,55,0,2,4,2,6,1438.3
8443,32,0,0,1,2,1,1438.3
8444,50,0,2,5,3,1,1912.0
8445,45,0,4,3,2,6,4549.0
8446,45,0,4,5,1,1,1979.0
8447,40,0,5,1,3,2,2803.0
8448,45,0,3,3,3,1,2548.0
8449,45,0,2,3,3,1,1457.0
8450,32,0,0,1,3,1,1438.3
8451,59,0,1,5,2,2,1980.0
8452,48,0,2,5,3,1,2216.0
8453,57,0,3,5,4,2,4262.0
8454,42,0,2,2,3,1,2573.0
8455,55,0,2,3,3,2,5431.0
8456,43,0,5,2,3,1,3092.0
8457,37,0,2,5,3,1,2984.0
8458,48,0,2,2,3,6,2186.0
8459,34,1,1,5,2,1,2669.0
8460,50,0,3,5,3,1,1789.0
8461,36,0,1,7,2,1,2835.0
8462,44,0,5,5,2,1,1558.0
8463,47,1,4,5,2,4,7299.0
8464,56,0,1,3,2,1,3556.0
8465,45,0,3,5,3,1,1438.3
8466,35,0,2,1,2,6,1507.0
8467,51,0,2,5,3,6,7551.0
8468,38,0,2,2,2,1,2468.0
8469,42,0,3,1,3,1,2515.0
8470,59,0,0,5,1,6,9076.0
8471,45,1,3,4,2,3,10699.0
8472,34,1,2,3,3,4,1439.0
8473,44,0,3,7,3,6,7212.0
8474,54,0,4,3,2,2,3089.0
8475,46,1,3,1,1,4,11250.0
8476,53,0,1,4,3,1,1665.0
8477,54,1,1,4,2,5,2456.0
8478,47,1,1,5,3,3,11773.0
8479,43,0,4,5,2,2,1438.3
8480,41,0,3,4,2,2,3104.0
8481,48,0,3,4,1,6,2337.0
8482,50,0,3,2,3,1,4060.0
8483,42,0,4,2,2,1,3428.0
8484,44,1,3,1,3,2,12967.0
8485,45,1,3,1,2,1,2326.0
8486,39,0,3,5,3,6,4376.0
8487,46,1,3,2,3,3,12745.0
8488,39,1,2,7,2,3,1790.0
8489,40,0,3,2,1,1,2969.0
8490,43,1,3,7,2,2,4970.0
8491,49,0,3,5,2,2,5400.0
8492,46,0,1,2,1,6,2069.0
8493,52,0,2,1,3,6,3192.0
8494,48,0,3,1,2,1,2105.0
8495,44,1,4,4,2,4,1876.0
8496,57,0,3,1,1,1,1462.0
8497,40,0,2,1,2,2,2351.0
8498,54,0,3,2,2,1,1719.0
8499,47,0,4,2,2,2,1438.3
8500,26,0,0,1,3,1,2516.0
8501,33,0,1,5,2,2,4883.0
8502,38,1,3,3,2,4,3413.0
8503,59,0,0,1,2,2,1852.0
8504,35,0,2,5,3,6,3339.0
8505,45,0,4,4,2,1,3785.0
8506,61,1,0,2,2,2,2228.0
8507,55,0,1,1,1,1,3626.0
8508,58,0,0,5,3,2,2194.0
8509,41,0,5,5,3,1,2665.0
8510,42,1,4,2,3,2,2444.0
8511,45,0,4,2,3,1,3335.0
8512,45,0,3,6,3,1,2726.0
8513,51,0,1,3,3,1,1665.0
8514,40,0,2,3,3,1,2734.0
8515,57,0,2,4,2,1,1727.0
8516,50,0,1,6,3,6,19349.0
8517,53,1,0,1,2,3,13409.0
8518,45,0,3,5,2,1,1438.3
8519,42,0,3,4,2,2,6330.0
8520,49,0,4,5,3,1,2575.0
8521,55,0,1,1,3,2,3391.0
8522,48,0,3,5,3,1,5298.0
8523,44,0,2,6,3,1,2540.0
8524,63,1,1,5,2,3,14324.0
8525,48,0,5,1,3,1,2876.0
8526,41,0,5,5,3,1,1504.0
8527,45,0,2,2,2,1,1839.0
8528,54,0,2,7,3,1,1685.0
8529,48,0,3,5,1,1,4850.0
8530,40,0,3,2,3,1,2840.0
8531,47,0,4,5,2,2,2977.0
8532,45,0,4,1,2,6,34516.0
8533,39,0,1,2,2,1,1961.0
8534,53,0,2,3,3,1,2156.0
8535,53,0,0,2,3,2,2772.0
8536,29,0,1,2,3,1,2832.0
8537,44,0,4,3,2,1,1552.0
8538,46,1,2,3,2,2,6362.0
8539,40,1,3,5,4,1,11409.0
8540,40,0,2,2,2,1,1965.0
8541,42,0,2,2,3,2,1622.0
8542,38,0,4,2,3,1,1736.0
8543,54,0,2,4,2,6,8827.0
8544,49,1,4,3,3,4,24256.0
8545,52,0,3,2,2,2,1915.0
8546,38,0,4,4,2,1,1438.3
8547,44,0,2,5,3,6,2006.0
8548,44,0,1,2,4,1,5594.0
8549,52,0,3,3,3,6,3505.0
8550,56,0,3,3,1,1,1667.0
8551,47,0,5,3,2,1,1636.0
8552,52,0,3,1,3,1,3281.0
8553,50,0,3,3,2,1,1477.0
8554,44,0,4,5,3,1,1905.0
8555,39,1,2,5,2,3,6146.0
8556,53,1,2,4,3,2,2672.0
8557,42,1,4,3,3,3,13426.0
8558,48,1,3,5,4,2,9104.0
8559,47,1,2,6,3,4,30300.0
8560,51,1,3,5,3,4,7088.0
8561,56,0,3,5,3,2,1872.0
8562,33,0,4,4,3,2,2874.0
8563,36,1,2,5,2,2,6763.0
8564,57,1,2,1,4,5,24379.0
8565,39,0,1,5,2,1,2867.0
8566,59,1,0,2,1,3,13172.0
8567,41,0,2,3,2,1,2201.0
8568,29,0,0,4,3,1,3261.0
8569,39,0,3,3,3,2,5027.0
8570,47,0,2,1,1,2,1811.0
8571,49,1,1,3,3,3,2465.0
8572,43,0,3,5,2,1,7584.0
8573,46,0,2,1,3,1,4065.0
8574,60,1,1,3,4,4,28930.0
8575,48,1,4,5,3,4,4963.0
8576,50,1,3,6,3,3,2049.0
8577,47,1,3,2,4,3,1943.0
8578,56,0,1,6,3,2,3485.0
8579,43,1,3,5,3,4,23459.0
8580,51,0,2,4,2,1,2306.0
8581,42,1,3,3,3,4,18177.0
8582,49,0,2,5,1,1,3252.0
8583,47,0,3,2,2,1,2894.0
8584,44,1,3,6,3,4,34516.0
8585,44,1,3,3,3,5,34516.0
8586,53,1,3,5,2,5,34516.0
8587,41,1,3,5,2,2,7839.0
8588,49,1,2,1,3,5,16494.0
